No,Company,Employees,OutputVat,InputVat,Netvat,Sector,Industry,Year,,,,,,,,
1795,Andersons,23,1272880,1262480,10400,"Food, Beverages & Tobacco",Food Production,2022,,,,,,,,
1796,Keurig Dr Pepper,275,1268300,1053700,214600,"Food, Beverages & Tobacco",Beverages,2022,,,,,,,,
1797,Universal Health Services,789,1264210,1165050,99160,Health Care,Health Care: Medical Facilities,2022,,,,,,,,
1798,CSX,209,1252200,874100,378100,Transportation,Railroads,2022,,,,,,,,
1799,Henry Schein,216,1240100,1176980,63120,Health Care,Wholesalers: Health Care,2022,,,,,,,,
1800,Sonic Automotive,102,1239640,1204750,34890,Retailing,"Automotive Retailing, Services",2022,,,,,,,,
1801,eBay,108,1239400,-121400,1360800,Technology,Internet Services and Retailing,2022,,,,,,,,
1802,Textron,330,1238200,1163600,74600,Aerospace & Defense,Aerospace and Defense,2022,,,,,,,,
1803,Jones Financial (Edward Jones),500,1237300,1076800,160500,Financials,Securities,2022,,,,,,,,
1804,Community Health Systems,585,1236800,1213800,23000,Health Care,Health Care: Medical Facilities,2022,,,,,,,,
1805,Mosaic,125,1235740,1072680,163060,Chemicals,Chemicals,2022,,,,,,,,
1806,Thor Industries,310,1231740,1165750,65990,Motor Vehicles & Parts,Motor Vehicles and Parts,2022,,,,,,,,
1807,Dick's Sporting Goods,343,1229340,1077350,151990,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1808,Newmont,144,1222200,1105600,116600,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1809,Devon Energy,16,1220600,939300,281300,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1810,Warner Bros. Discovery,110,1219100,1118500,100600,Media,Entertainment,2022,,,,,,,,
1811,J.B. Hunt Transport Services,330,1216830,1140750,76080,Transportation,"Trucking, Truck Leasing",2022,,,,,,,,
1812,Alcoa,122,1215200,1172300,42900,Materials,Metals,2022,,,,,,,,
1813,Peter Kiewit Sons',288,1214900,1139600,75300,Engineering & Construction,"Engineering, Construction",2022,,,,,,,,
1814,Aramark,2483,1209600,1218680,-9080,Business Services,Diversified Outsourcing Services,2022,,,,,,,,
1815,Vistra,51,1207700,1335100,-127400,Energy,Energy,2022,,,,,,,,
1816,State Street,388,1203000,933700,269300,Financials,Commercial Banks,2022,,,,,,,,
1817,Unum Group,102,1201380,1118960,82420,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1818,Alleghany,133,1200410,1096920,103490,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1819,Boston Scientific,410,1188800,1084700,104100,Health Care,Medical Products and Equipment,2022,,,,,,,,
1820,Westlake,146,1177800,976300,201500,Chemicals,Chemicals,2022,,,,,,,,
1821,Entergy,124,1174290,1062440,111850,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1822,International Flavors & Fragrances,240,1165600,1138600,27000,Chemicals,Chemicals,2022,,,,,,,,
1823,DaVita,690,1161880,1064030,97850,Health Care,Health Care: Medical Facilities,2022,,,,,,,,
1824,Mutual of Omaha Insurance,57,1145930,1088030,57900,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1825,Assurant,156,1141000,1003760,137240,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1826,Liberty Media,69,1140000,1100200,39800,Media,Entertainment,2022,,,,,,,,
1827,Hormel Foods,200,1138620,1047740,90880,"Food, Beverages & Tobacco",Food Consumer Products,2022,,,,,,,,
1828,Icahn Enterprises,195,1132800,1184600,-51800,Financials,Diversified Financials,2022,,,,,,,,
1829,Republic Services,350,1129500,1000460,129040,Business Services,Waste Management,2022,,,,,,,,
1830,Mohawk Industries,430,1120060,1016740,103320,Household Products,"Home Equipment, Furnishings",2022,,,,,,,,
1831,Conagra Brands,186,1118470,988590,129880,"Food, Beverages & Tobacco",Food Consumer Products,2022,,,,,,,,
1832,Norfolk Southern,181,1114200,813700,300500,Transportation,Railroads,2022,,,,,,,,
1833,AES,85,1114100,1155000,-40900,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1834,AGCO,233,1113830,1024130,89700,Industrials,Construction and Farm Machinery,2022,,,,,,,,
1835,Caesars Entertainment,490,1111000,1212900,-101900,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2022,,,,,,,,
1836,Equitable Holdings,100,1103600,1147500,-43900,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1837,Advance Auto Parts,545,1099800,1038190,61610,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1838,Biogen,96,1098170,942560,155610,Health Care,Pharmaceuticals,2022,,,,,,,,
1839,Auto-Owners Insurance,64,1098020,966180,131840,Financials,Insurance: Property and Casualty (Mutual),2022,,,,,,,,
1840,Booking Holdings,202,1095800,979300,116500,Technology,Internet Services and Retailing,2022,,,,,,,,
1841,Amphenol,900,1087630,928550,159080,Technology,Network and Other Communications Equipment,2022,,,,,,,,
1842,Quest Diagnostics,445,1078800,879300,199500,Health Care,Health Care: Pharmacy and Other Services,2022,,,,,,,,
1843,FirstEnergy,124,1075800,947500,128300,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1844,DCP Midstream,18,1070700,1031600,39100,Energy,Pipelines,2022,,,,,,,,
1845,Ally Financial,105,1069000,763000,306000,Financials,Diversified Financials,2022,,,,,,,,
1846,Delek US Holdings,33,1064820,1085170,-20350,Energy,Petroleum Refining,2022,,,,,,,,
1847,Williams,48,1062700,911000,151700,Energy,Pipelines,2022,,,,,,,,
1848,Newell Brands,320,1058900,1001700,57200,Household Products,"Home Equipment, Furnishings",2022,,,,,,,,
1849,Eastman Chemical,140,1047600,961900,85700,Chemicals,Chemicals,2022,,,,,,,,
1850,Air Products & Chemicals,208,1032300,822390,209910,Chemicals,Chemicals,2022,,,,,,,,
1851,Thrivent Financial for Lutherans,33,1031270,778250,253020,Financials,"Insurance: Life, Health (Mutual)",2022,,,,,,,,
1852,Molson Coors Beverage,163,1027970,927400,100570,"Food, Beverages & Tobacco",Beverages,2022,,,,,,,,
1853,Interpublic Group,556,1024070,928790,95280,Business Services,"Advertising, Marketing",2022,,,,,,,,
1854,Weyerhaeuser,92,1020100,759400,260700,Materials,Forest and Paper Products,2022,,,,,,,,
1855,Altice USA,90,1009080,910050,99030,Telecommunications,Telecommunications,2022,,,,,,,,
1856,Raymond James Financial,150,991000,850700,140300,Financials,Securities,2022,,,,,,,,
1857,EMCOR Group,340,990360,952010,38350,Engineering & Construction,"Engineering, Construction",2022,,,,,,,,
1858,Eversource Energy,92,986310,864260,122050,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1859,Yum China Holdings,2985,985300,886300,99000,"Hotels, Restaurants & Leisure",Food Services,2022,,,,,,,,
1860,Asbury Automotive Group,142,983770,930530,53240,Retailing,"Automotive Retailing, Services",2022,,,,,,,,
1861,Owens & Minor,173,978530,956370,22160,Health Care,Wholesalers: Health Care,2022,,,,,,,,
1862,Public Service Enterprise Group,127,972200,1037000,-64800,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1863,United Rentals,204,971600,833000,138600,Business Services,Miscellaneous,2022,,,,,,,,
1864,MGM Resorts International,605,968010,842570,125440,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2022,,,,,,,,
1865,Ryder System,428,966300,914400,51900,Transportation,Transportation and Logistics,2022,,,,,,,,
1866,Intuit,174,963300,757100,206200,Technology,Computer Software,2022,,,,,,,,
1867,Cincinnati Financial,52,962970,668410,294560,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1868,Erie Insurance Group,58,961970,848960,113010,Financials,Insurance: Property and Casualty (Mutual),2022,,,,,,,,
1869,Univar Solutions,95,953550,907490,46060,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1870,Huntington Ingalls Industries,440,952400,898000,54400,Aerospace & Defense,Aerospace and Defense,2022,,,,,,,,
1871,W.R. Berkley,77,945550,843300,102250,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1872,Western & Southern Financial Group,25,944170,908050,36120,Financials,"Insurance: Life, Health (Mutual)",2022,,,,,,,,
1873,Insight Enterprises,116,943610,921680,21930,Technology,Information Technology Services,2022,,,,,,,,
1874,News Corp.,240,935800,902800,33000,Media,"Publishing, Printing",2022,,,,,,,,
1875,American Tower,64,935690,678920,256770,Financials,Real Estate,2022,,,,,,,,
1876,Old Republic International,96,934160,780730,153430,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1877,Burlington Stores,386,932230,891350,40880,Retailing,Specialty Retailers: Apparel,2022,,,,,,,,
1878,Avis Budget Group,185,931300,802800,128500,Retailing,"Automotive Retailing, Services",2022,,,,,,,,
1879,ODP,260,926700,947500,-20800,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1880,VF Corp.,336,923880,883090,40790,Apparel,Apparel,2022,,,,,,,,
1881,Bed Bath & Beyond,376,923300,938380,-15080,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1882,Seaboard,132,922900,865900,57000,"Food, Beverages & Tobacco",Food Production,2022,,,,,,,,
1883,First American Financial,222,922100,798000,124100,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1884,Intercontinental Exchange,89,916800,511000,405800,Financials,Securities,2022,,,,,,,,
1885,PVH,250,915470,820240,95230,Apparel,Apparel,2022,,,,,,,,
1886,Apollo Global Management,22,912400,728550,183850,Financials,Securities,2022,,,,,,,,
1887,Jefferies Financial Group,56,903990,736550,167440,Financials,Diversified Financials,2022,,,,,,,,
1888,Hershey,178,897130,749380,147750,"Food, Beverages & Tobacco",Food Consumer Products,2022,,,,,,,,
1889,NVR,66,897010,773340,123670,Engineering & Construction,Homebuilders,2022,,,,,,,,
1890,Foot Locker,332,895800,806500,89300,Retailing,Specialty Retailers: Apparel,2022,,,,,,,,
1891,Dana,402,894500,874800,19700,Motor Vehicles & Parts,Motor Vehicles and Parts,2022,,,,,,,,
1892,SpartanNash,133,893100,885720,7380,Wholesalers,Wholesalers: Food and Grocery,2022,,,,,,,,
1893,Olin,78,891060,761390,129670,Chemicals,Chemicals,2022,,,,,,,,
1894,Chewy,213,889080,896460,-7380,Retailing,Internet Services and Retailing,2022,,,,,,,,
1895,Jackson Financial,32,884800,566500,318300,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1896,Activision Blizzard,98,880300,610400,269900,Media,Entertainment,2022,,,,,,,,
1897,Toll Brothers,51,879040,795680,83360,Engineering & Construction,Homebuilders,2022,,,,,,,,
1898,Carlyle Group,19,878210,580740,297470,Financials,Securities,2022,,,,,,,,
1899,Graybar Electric,88,876730,850490,26240,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1900,Ovintiv,17,865800,724200,141600,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1901,UFP Industries,150,863610,810050,53560,Materials,"Building Materials, Glass",2022,,,,,,,,
1902,Ulta Beauty,285,863090,764510,98580,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1903,Constellation Brands,93,861490,661690,199800,"Food, Beverages & Tobacco",Beverages,2022,,,,,,,,
1904,Expedia Group,148,859800,858600,1200,Retailing,Internet Services and Retailing,2022,,,,,,,,
1905,CommScope Holding,300,858670,904930,-46260,Technology,Network and Other Communications Equipment,2022,,,,,,,,
1906,Celanese,85,853700,664700,189000,Chemicals,Chemicals,2022,,,,,,,,
1907,Global Payments,250,852380,755830,96550,Business Services,Financial Data Services,2022,,,,,,,,
1908,Owens Corning,200,849800,750300,99500,Materials,"Building Materials, Glass",2022,,,,,,,,
1909,Campbell Soup,141,847600,747400,100200,"Food, Beverages & Tobacco",Food Consumer Products,2022,,,,,,,,
1910,Huntsman,90,845300,740800,104500,Chemicals,Chemicals,2022,,,,,,,,
1911,Franklin Resources,103,842550,659430,183120,Financials,Securities,2022,,,,,,,,
1912,Avery Dennison,360,840830,766820,74010,Materials,"Packaging, Containers",2022,,,,,,,,
1913,Masco,200,837500,796500,41000,Household Products,"Home Equipment, Furnishings",2022,,,,,,,,
1914,CenterPoint Energy,94,835200,686600,148600,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1915,Fifth Third Bancorp,191,832900,555900,277000,Financials,Commercial Banks,2022,,,,,,,,
1916,WEC Energy Group,69,831600,701570,130030,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1917,S&P Global,229,829700,527300,302400,Business Services,Financial Data Services,2022,,,,,,,,
1918,FM Global,56,827460,543220,284240,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1919,Polaris,160,825200,775810,49390,Transportation,Transportation Equipment,2022,,,,,,,,
1920,Williams-Sonoma,166,824590,711960,112630,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1921,Autoliv,582,823000,779500,43500,Motor Vehicles & Parts,Motor Vehicles and Parts,2022,,,,,,,,
1922,Arthur J. Gallagher,390,820940,730260,90680,Financials,Diversified Financials,2022,,,,,,,,
1923,Motorola Solutions,187,817100,692600,124500,Technology,Network and Other Communications Equipment,2022,,,,,,,,
1924,Zillow Group,80,814740,867520,-52780,Technology,Internet Services and Retailing,2022,,,,,,,,
1925,Opendoor Technologies,28,802100,868300,-66200,Technology,Internet Services and Retailing,2022,,,,,,,,
1926,J.M. Smucker,71,800270,712640,87630,"Food, Beverages & Tobacco",Food Consumer Products,2022,,,,,,,,
1927,Anywhere Real Estate,97,798300,764000,34300,Financials,Real Estate,2022,,,,,,,,
1928,Oshkosh,150,795250,754310,40940,Industrials,Construction and Farm Machinery,2022,,,,,,,,
1929,MasTec,270,795180,762300,32880,Engineering & Construction,"Engineering, Construction",2022,,,,,,,,
1930,GXO Logistics,975,794000,778700,15300,Transportation,Transportation and Logistics,2022,,,,,,,,
1931,APA,23,792800,695500,97300,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1932,Boise Cascade,61,792610,721360,71250,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1933,Dover,250,790710,678330,112380,Industrials,Industrial Machinery,2022,,,,,,,,
1934,Genworth Financial,25,788200,697800,90400,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1935,Bath & Body Works,329,788150,654800,133350,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1936,Booz Allen Hamilton Holding,277,785890,724990,60900,Technology,Information Technology Services,2022,,,,,,,,
1937,Coinbase Global,37,783940,421530,362410,Financials,Securities,2022,,,,,,,,
1938,Zimmer Biomet Holdings,195,783620,743460,40160,Health Care,Medical Products and Equipment,2022,,,,,,,,
1939,Westinghouse Air Brake Technologies,250,782200,726400,55800,Industrials,Industrial Machinery,2022,,,,,,,,
1940,Zoetis,121,777600,573900,203700,Health Care,Pharmaceuticals,2022,,,,,,,,
1941,Packaging Corp. of America,152,773030,688920,84110,Materials,"Packaging, Containers",2022,,,,,,,,
1942,LPL Financial Holdings,59,772080,726090,45990,Financials,Securities,2022,,,,,,,,
1943,T. Rowe Price,75,767190,458900,308290,Financials,Securities,2022,,,,,,,,
1944,Fortune Brands Home & Security,281,765610,688370,77240,Household Products,"Home Equipment, Furnishings",2022,,,,,,,,
1945,Casey's General Stores,276,765420,734130,31290,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1946,A-Mark Precious Metals,3,761300,745340,15960,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1947,Hess,15,758300,702400,55900,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1948,Vertex Pharmaceuticals,39,757440,523230,234210,Health Care,Pharmaceuticals,2022,,,,,,,,
1949,KeyCorp,170,756100,493600,262500,Financials,Commercial Banks,2022,,,,,,,,
1950,Chipotle,977,754710,689410,65300,"Hotels, Restaurants & Leisure",Food Services,2022,,,,,,,,
1951,CMS Energy,88,753800,618500,135300,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1952,Arconic,139,750400,790100,-39700,Materials,Metals,2022,,,,,,,,
1953,Taylor Morrison Home,30,750130,683830,66300,Engineering & Construction,Homebuilders,2022,,,,,,,,
1954,American Financial Group,66,746200,546700,199500,Financials,Insurance: Property and Casualty (Stock),2022,,,,,,,,
1955,UGI,113,744700,598000,146700,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1956,Science Applications International,251,739400,711700,27700,Technology,Information Technology Services,2022,,,,,,,,
1957,Avantor,135,738610,681350,57260,Technology,"Scientific, Photographic and Control Equipment",2022,,,,,,,,
1958,Hanesbrands,580,734780,727060,7720,Apparel,Apparel,2022,,,,,,,,
1959,Clorox,90,734100,663100,71000,Household Products,Household and Personal Products,2022,,,,,,,,
1960,KBR,280,733900,732100,1800,Engineering & Construction,"Engineering, Construction",2022,,,,,,,,
1961,TravelCenters of America,165,733680,727830,5850,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1962,Hertz Global Holdings,230,733600,697000,36600,Retailing,"Automotive Retailing, Services",2022,,,,,,,,
1963,Analog Devices,247,731830,592790,139040,Technology,Semiconductors and Other Electronic Components,2022,,,,,,,,
1964,Securian Financial Group,69,731740,700590,31150,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1965,Darden Restaurants,1569,719610,656680,62930,"Hotels, Restaurants & Leisure",Food Services,2022,,,,,,,,
1966,NCR,380,715600,705900,9700,Technology,"Computers, Office Equipment",2022,,,,,,,,
1967,Graphic Packaging Holding,250,715600,695200,20400,Materials,"Packaging, Containers",2022,,,,,,,,
1968,Brighthouse Financial,15,714200,725000,-10800,Financials,"Insurance: Life, Health (Stock)",2022,,,,,,,,
1969,PPL,56,712700,860700,-148000,Energy,Utilities: Gas and Electric,2022,,,,,,,,
1970,Cintas,400,711630,600530,111100,Business Services,Diversified Outsourcing Services,2022,,,,,,,,
1971,Xerox Holdings,233,703800,749300,-45500,Technology,"Computers, Office Equipment",2022,,,,,,,,
1972,Rockwell Automation,245,699740,563930,135810,Industrials,"Electronics, Electrical Equip.",2022,,,,,,,,
1973,Citizens Financial Group,175,698600,466700,231900,Financials,Commercial Banks,2022,,,,,,,,
1974,KLA,114,691870,484040,207830,Technology,Semiconductors and Other Electronic Components,2022,,,,,,,,
1975,Camping World Holdings,128,691380,663530,27850,Retailing,"Automotive Retailing, Services",2022,,,,,,,,
1976,Ingredion,120,689400,677700,11700,"Food, Beverages & Tobacco",Food Production,2022,,,,,,,,
1977,Veritiv,61,685050,670590,14460,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1978,Beacon Roofing Supply,67,682040,657740,24300,Wholesalers,Wholesalers: Diversified,2022,,,,,,,,
1979,Diamondback Energy,9,679700,461500,218200,Energy,"Mining, Crude-Oil Production",2022,,,,,,,,
1980,Victoria's Secret,240,678460,613820,64640,Retailing,Specialty Retailers: Apparel,2022,,,,,,,,
1981,Academy Sports and Outdoors,165,677310,610170,67140,Retailing,Specialty Retailers: Other,2022,,,,,,,,
1982,Sanmina,335,675660,648760,26900,Technology,Semiconductors and Other Electronic Components,2022,,,,,,,,
1983,ON Semiconductor,317,673980,573020,100960,Technology,Semiconductors and Other Electronic Components,2022,,,,,,,,
1984,Commercial Metals,111,672980,631690,41290,Materials,Metals,2022,,,,,,,,
